DATAFLOW,REF_AREA,MEASURE,SECTOR,STANDARD_REVENUE,CTRY_SPECIFIC_REVENUE,UNIT_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,REVENUE_CODE,DECIMALS,CURRENCY
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),CHE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,27.912231,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),DOM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,14.68854633,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),DOM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,14.40696139,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),DOM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,13.95107106,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),DOM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,14.39315641,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),DOM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,12.53260841,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ESP,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,36.682055,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ESP,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,36.414221,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ESP,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,36.751043,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ESP,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,37.412685,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ESP,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,36.514425,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),URY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,27.25086066,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),URY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,27.20058206,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),URY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,26.84723249,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),URY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,25.92656989,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),URY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,26.70615025,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),CIV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,13.8623881,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),CIV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,14.03545372,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),CIV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,13.04867451,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),CIV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,13.72941047,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),CIV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,13.05058838,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,23.954049,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,23.216834,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,20.945333,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,22.913953,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,23.860801,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MUS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,20.36007737,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MUS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,23.14634729,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MUS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,22.31007027,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MUS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,19.97987994,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MUS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,20.24488377,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HRV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,38.42602458,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HRV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,36.73278914,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HRV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,37.27014291,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HRV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,36.74118548,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HRV,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,37.56944241,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TTO,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,24.59126401,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TTO,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,27.63452948,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TTO,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,25.05277554,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TTO,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,21.22358782,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TTO,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,22.16584567,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MLT,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,28.74159311,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MLT,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,26.17225282,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MLT,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,28.04480206,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MLT,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,27.40524672,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MLT,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,27.72253923,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,33.98760129,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,34.75832304,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,32.4494245,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TUN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,32.49143347,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MAR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,30.42346355,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MAR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,28.52326463,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MAR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,29.90787395,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MAR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,27.21377731,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),MAR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,27.27460416,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),UGA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,12.68624986,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),UGA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,12.97193809,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),PHL,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,18.432,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),PHL,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,18.02,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),PHL,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,17.815,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HND,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,21.07336846,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HND,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,21.02257699,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HND,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,21.58902282,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HND,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,21.46155414,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HND,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,19.58879225,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BOL,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,23.60497369,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BOL,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,23.86208989,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BOL,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,23.68095591,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BOL,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,22.63666715,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BOL,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,22.15911139,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),LCA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,21.28006673,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),LCA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,21.3900267,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),LCA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,20.2193502,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),LCA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,20.72368174,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),LCA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,22.6093189,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BRB,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,30.73916343,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BRB,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,28.67618673,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BRB,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,29.817956,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BRB,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,30.72086523,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BRB,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,28.85159871,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),RWA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,16.00683674,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),RWA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,15.68237471,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),RWA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,16.51954102,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),RWA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,16.99864688,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),RWA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,17.11970092,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),GUY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,9.19298542,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),GUY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,11.59312761,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),GUY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,10.57018477,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),GUY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,16.8434151,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),GUY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,21.34611473,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),KAZ,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,19.465,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),KAZ,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,19.754,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),KAZ,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,15.597,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),KAZ,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,14.061,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SEN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,19.30632214,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SEN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,19.49159928,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SEN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,18.63171026,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SEN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,18.37437103,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SEN,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,17.7248856,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BHS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,19.34522791,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BHS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,18.25346769,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BHS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,17.53223688,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BHS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,15.53021789,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BHS,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,20.03515487,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ARM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,23.505,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ARM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,22.655,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ARM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,22.697,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ARM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,22.407,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),KIR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,16.91,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),KIR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,16.372,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),KIR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,17.372,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),KIR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,16.091,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),AZE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,22.977,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),AZE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,19.625,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),AZE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,18.396,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),AZE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,20.298,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),WSM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,24.687,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),WSM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,25.036,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),WSM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,25.824,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),WSM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,26.243,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HKG,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,13.087,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HKG,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,14.143,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HKG,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,14.603,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),HKG,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,13.788,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SLE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,7.360608711,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SLE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,6.657963403,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SLE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,6.56891567,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SLE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,7.881581265,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SLE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,7.590390916,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BGD,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,7.252,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BGD,TAX_REV,S13,_T,_T,PT_B1GQ,A,2022,7.323,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BGD,TAX_REV,S13,_T,_T,PT_B1GQ,A,2021,7.423,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BGD,TAX_REV,S13,_T,_T,PT_B1GQ,A,2020,7.413,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),BWA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2023,13.43699625,A,0,TOTALTAX,1,_Z
