DATAFLOW,REF_AREA,MEASURE,SECTOR,STANDARD_REVENUE,CTRY_SPECIFIC_REVENUE,UNIT_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,REVENUE_CODE,DECIMALS,CURRENCY
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SYC,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,30.9528156,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SLE,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,7.360608711,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SOM,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,3.110272865,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),SUR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,19.79743023,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TGO,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,18.86610037,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),TTO,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,24.59126401,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),UGA,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,12.68624986,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),UKR,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,35.93038211,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),URY,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,27.25086066,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),ZMB,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,17.23736168,A,0,TOTALTAX,1,_Z
OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),A9,TAX_REV,S13,_T,_T,PT_B1GQ,A,2024,21.72471691,A,0,TOTALTAX,1,_Z
